"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS",0.138211382113821,0.424385654957208,0.169570644405628,-0.42231622205064,-1.29279779979226,20,"c(""PAX5"", ""GRHL2"", ""TGFBR1"", ""HOXA2"")"
"GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT",0.494908350305499,0.75354094931934,0.0806388495950661,-0.377920930752284,-0.96461748464887,11,"c(""PCSK5"", ""ID2"", ""SHOX2"", ""RBPMS2"")"
"GOBP_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS",0.458661417322835,0.734143049932524,0.0828962134571565,-0.462721708642996,-1.00320994093032,6,"c(""ID2"", ""SHOX2"", ""RBPMS2"")"
"GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS",0.547474747474747,0.781867239447638,0.0749278818393739,-0.303724900164921,-0.938095939700317,21,"c(""LRP5"", ""GRHL2"", ""CTNNB1"", ""FLVCR1"", ""HAND2"", ""B9D1"")"
"GOBP_EMBRYONIC_EYE_MORPHOGENESIS",0.0712830957230143,0.313991935816354,0.241339976815091,-0.594534794254947,-1.51750964581094,11,"c(""FOXL2"", ""WNT16"", ""PAX6"", ""FRS2"", ""TFAP2A"")"
"GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS",0.933198380566802,0.971597931154718,0.0493910105981501,-0.228184920308,-0.608983548079575,13,"c(""SHOX2"", ""CTNNB1"", ""TFAP2A"", ""MSX2"")"
"GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT",0.630165289256198,0.826379873094508,0.0689567351672811,-0.256027891817484,-0.88680162749366,36,"c(""TMED2"", ""CDC42"", ""RYR2"", ""CTNNB1"", ""PITX2"", ""LBX1"", ""DLL1"", ""HAND2"", ""TBX20"")"
"GOBP_EMBRYONIC_HEART_TUBE_LEFT_RIGHT_PATTERN_FORMATION",0.254473161033797,0.566157658355273,0.119348440591015,-0.767118435001607,-1.17614304966502,2,"PITX2"
"GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS",0.504854368932039,0.762361628588561,0.0770736734944102,0.280866686867036,0.972616234960467,32,"c(""DNAAF1"", ""ARL13B"", ""AHI1"", ""C2CD3"", ""YAP1"", ""PKD2"", ""FOXN4"", ""CCDC39"", ""IFT52"", ""ACVR1"", ""CCDC40"")"
"GOBP_EMBRYONIC_HEMOPOIESIS",0.493013972055888,0.752903862355438,0.0797705918628453,0.405429998695706,0.986415280018386,9,"c(""ZFPM1"", ""KMT2A"", ""MED1"", ""STK3"", ""THOC5"")"
"GOBP_EMBRYONIC_HINDLIMB_MORPHOGENESIS",0.850393700787402,0.938505752741677,0.0523759084097997,0.267135001136785,0.67571457099682,10,"c(""OSR1"", ""CHD7"", ""TP63"", ""MED1"", ""ALX4"")"
"GOBP_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS",0.483805668016194,0.746798216487999,0.0815265143256594,0.532367291481186,1.01094674277575,4,"c(""MED12"", ""MTHFD1"", ""HOXA1"")"
"GOBP_EMBRYONIC_PATTERN_SPECIFICATION",0.253578732106339,0.564777196584846,0.121543282035469,-0.348135266703456,-1.14715405010845,28,"c(""TMED2"", ""SIM2"", ""CTNNB1"", ""PGAP1"", ""NEUROG1"", ""DLL1"", ""FRS2"", ""WNT1"", ""MEOX2"")"
"GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT",0.193018480492813,0.499019659666172,0.142056643575821,-0.360046712964245,-1.22042705781801,32,"c(""SPINT2"", ""EGLN1"", ""GRHL2"", ""TMED2"", ""PKD1"", ""GRB2"", ""MAP2K1"", ""IGF2"")"
"GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS",0.077079107505071,0.325677937730164,0.231126709673834,-0.573141774424897,-1.48531260493964,12,"c(""SPINT2"", ""GRHL2"", ""TMED2"", ""GRB2"", ""IGF2"", ""ST14"", ""BMP5"", ""DNAJB6"")"
"GOBP_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY",0.484,0.746798216487999,0.0808589150280032,-0.751320285803044,-1.0051522285304,1,"ACSL4"
"GOBP_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",0.204453441295547,0.51438026948231,0.136490437780413,0.674343586997536,1.28055472921737,4,"c(""RBP4"", ""PROX1"", ""HIPK1"")"
"GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT",0.693386773547094,0.863163397733682,0.0628003977812234,-0.35732154558293,-0.80825061804179,7,"c(""SHOX2"", ""CTNNB1"")"
"GOBP_EMBRYONIC_SKELETAL_JOINT_MORPHOGENESIS",0.415354330708661,0.70839107429074,0.0883594442500905,-0.485601123981183,-1.0528139609735,6,"c(""SHOX2"", ""CTNNB1"")"
"GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS",0.0826446280991736,0.333776459760712,0.224966093540314,-0.403408472991834,-1.39728249080345,36,"c(""PAX5"", ""GRHL2"", ""HOXA5"", ""TGFBR1"", ""HOXA2"", ""SHOX2"", ""CTNNB1"", ""HOXA7"", ""FLVCR1"")"
"GOBP_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS",0.294003868471954,0.607260012482802,0.107972360317345,-0.574660531168509,-1.1706585495698,5,"HOXA2"
"GOBP_EMBRYO_IMPLANTATION",0.532388663967611,0.776112817860779,0.0764767053228531,-0.347745278075785,-0.928068134321344,13,"c(""PCSK5"", ""TIMP1"", ""HMX3"", ""PTGS2"")"
"GOBP_ENAMEL_MINERALIZATION",0.687007874015748,0.858661191187977,0.0623861492893626,-0.438587677498234,-0.834606595512942,4,"c(""ITGB6"", ""MSX2"")"
"GOBP_ENDOCANNABINOID_SIGNALING_PATHWAY",0.858846918489066,0.942443072543071,0.0523759084097997,0.563839701770736,0.757639445846279,1,"ABHD6"
"GOBP_ENDOCARDIAL_CELL_DIFFERENTIATION",0.230460921843687,0.543881221342466,0.126875729929857,0.789808917197452,1.21986150769869,2,"c(""SMAD4"", ""ACVR1"")"
"GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT",0.335365853658537,0.650623980163903,0.102821842840815,-0.361046161591806,-1.10523740021845,20,"c(""TGFBR1"", ""ERBB3"", ""ACVRL1"", ""ROBO1"", ""TBX20"", ""BMP5"", ""SNAI2"", ""MSX2"")"
"GOBP_ENDOCARDIAL_CUSHION_FORMATION",0.223123732251521,0.534947174816303,0.130105630751129,-0.461172791946425,-1.19514192037487,12,"c(""TGFBR1"", ""ROBO1"", ""TBX20"", ""BMP5"", ""SNAI2"", ""MSX2"", ""BMP7"", ""BMPR1A"")"
"GOBP_ENDOCARDIAL_CUSHION_FUSION",0.401590457256461,0.699461714239642,0.0908241419007155,0.7896862379621,1.06111265638636,1,"ACVR1"
"GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS",0.235772357723577,0.548845030281439,0.126253987849115,-0.417386202792915,-1.20425778310211,16,"c(""TGFBR1"", ""ACVRL1"", ""ROBO1"", ""TBX20"", ""BMP5"", ""SNAI2"", ""MSX2"")"
"GOBP_ENDOCARDIAL_CUSHION_TO_MESENCHYMAL_TRANSITION",0.174950298210736,0.474763636363636,0.147331213699377,-0.807056213986937,-1.23737549960941,2,"ACVRL1"
"GOBP_ENDOCARDIUM_DEVELOPMENT",0.109311740890688,0.37696093213651,0.191892240384838,0.734421134421134,1.39463987654651,4,"c(""SMAD4"", ""PROX1"", ""ACVR1"", ""STK3"")"
"GOBP_ENDOCARDIUM_MORPHOGENESIS",0.353876739562624,0.663227531439662,0.0982123351217438,0.811432121776949,1.09033291049613,1,"PROX1"
"GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS",0.975609756097561,0.988265113255935,0.0475434194201301,-0.19054642687311,-0.549771449244785,16,"c(""SHOX2"", ""TRIP11"", ""TRPV4"", ""EXT2"", ""ZMPSTE24"", ""ANXA6"", ""HOXA11"", ""PEX7"")"
"GOBP_ENDOCRINE_HORMONE_SECRETION",0.0152049064091382,0.150875423222965,0.380730400722792,-0.598807408762154,-1.72770081463093,16,"c(""FOXL2"", ""PTPN11"", ""FZD4"", ""TACR2"", ""TRPV6"", ""C1QTNF3"")"
"GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT",0.0519830301754537,0.281674294919328,0.321775918075361,-0.484820180308451,-1.52857506686428,23,"c(""MNX1"", ""FOXA2"", ""EIF2AK3"", ""GDF11"", ""DLL1"", ""PAX6"", ""HNF4A"", ""RFX6"", ""BMP5"", ""SOX4"", ""ONECUT2"", ""NEUROD1"")"
"GOBP_ENDOCRINE_PROCESS",0.00037825596175959,0.0182345526366903,0.49849310876659,-0.648064003357879,-2.00163440628624,21,"c(""FOXL2"", ""ATP6AP2"", ""PTPN11"", ""AVPR1A"", ""PCSK5"", ""FZD4"", ""RASL10B"", ""TACR2"", ""TRPV6"", ""C1QTNF3"")"
"GOBP_ENDOCYTIC_RECYCLING",0.0772442588726514,0.325685206677975,0.234392647294686,-0.363447814021553,-1.32953526966709,47,"c(""ANKRD50"", ""RAB7A"", ""VPS51"", ""PLA2G3"", ""SNX4"", ""VPS29"", ""SNX12"", ""VPS35"", ""RAB8A"", ""SORL1"", ""ATP9A"", ""VPS13B"", ""ZDHHC2"", ""STX16"", ""RAB11B"", ""RAB14"", ""RAB11A"", ""VAMP4"", ""SNF8"", ""RAB35"", ""MICALL1"", ""DENND1A"", ""SNX27"", ""CCDC93"", ""INPP5F"")"
"GOBP_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL",0.864864864864865,0.944277945783214,0.0507027937029348,-0.373724380443381,-0.647064460307677,3,"CAV1"
"GOBP_ENDODERMAL_CELL_DIFFERENTIATION",0.327835051546392,0.642867502281418,0.105125131597001,-0.37676074057526,-1.0981550226405,17,"c(""SOX2"", ""GRB2"", ""MMP15"", ""CTNNB1"", ""MAP2K1"", ""COL5A2"")"
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.654970760233918,0.839989736284581,0.0642140881844605,-0.354382128181483,-0.842654003499541,8,"c(""SOX2"", ""CTNNB1"")"
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.0234883719200779,0.182502820249046,0.352487857583619,-0.988661074867971,-1.32267809274261,1,"SOX2"
"GOBP_ENDODERM_DEVELOPMENT",0.328542094455852,0.643345616590968,0.104732821580651,-0.334101355507543,-1.08551365846112,26,"c(""DUSP1"", ""SOX2"", ""GRB2"", ""MMP15"", ""CTNNB1"", ""MAP2K1"", ""COL5A2"", ""TBX20"")"
"GOBP_ENDODERM_FORMATION",0.103030303030303,0.368173935112728,0.197822021315103,-0.441389429960561,-1.36329168878747,21,"c(""DUSP1"", ""SOX2"", ""GRB2"", ""MMP15"", ""CTNNB1"", ""MAP2K1"", ""COL5A2"", ""TBX20"")"
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.00240907400621578,0.059121936513446,0.431707695803346,0.682476759555126,1.89467010169187,14,"c(""NOP14"", ""RCL1"", ""TSR1"", ""KRI1"", ""RRS1"", ""TBL3"", ""BMS1"", ""UTP23"", ""ABT1"", ""NOP9"", ""NOL9"")"
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.0298916710575479,0.210956458296154,0.352487857583619,0.708669357307809,1.62159615047995,7,"c(""NOP14"", ""RCL1"", ""TBL3"", ""UTP23"", ""ABT1"", ""NOP9"")"
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.0201567423506143,0.170814190172548,0.352487857583619,0.678887282575348,1.65173961250237,9,"c(""NOP14"", ""RCL1"", ""KRI1"", ""RRS1"", ""ABT1"", ""NOP9"")"
"GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0.10838445807771,0.37475304148903,0.193813302725311,-0.505127600367172,-1.40765993922822,15,"c(""TMBIM6"", ""ATP2A2"", ""TMTC4"", ""BCL2"", ""HERPUD1"")"
"GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION",0.322,0.636144404375562,0.104343952581949,-0.826654240447344,-1.10593759773389,1,"ESYT3"
"GOBP_ENDOPLASMIC_RETICULUM_MANNOSE_TRIMMING",0.0213514838855231,0.172716836189213,0.352487857583619,-0.758449835652295,-1.64436723112637,6,"c(""MAN1B1"", ""SYVN1"", ""EDEM2"", ""EDEM3"")"
"GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION",0.191616766467066,0.49697030254152,0.140406238523342,-0.519703163007477,-1.24739606084467,9,"c(""TMED2"", ""BNIP1"", ""ARL6IP1"", ""REEP5"", ""ATL2"", ""LPCAT3"")"
"GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION",0.00502621812961971,0.0861185090555313,0.407017918923954,-0.47114438447069,-1.68634485200236,42,"c(""EIF2AK3"", ""TMED2"", ""EMC10"", ""BNIP1"", ""RAB10"", ""ARL6IP1"", ""ESYT3"", ""WDR83OS"", ""RAB18"", ""EMC4"", ""RAB3GAP2"", ""RAB3GAP1"", ""MMGT1"", ""TOR1AIP2"", ""EMC1"", ""REEP5"", ""SMPD4"", ""EMC8"", ""ATL2"", ""ZFYVE27"", ""LMAN2"", ""TRAM1"", ""LPCAT3"", ""EMC2"")"
"GOBP_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_TETHERING",0.322,0.636144404375562,0.104343952581949,-0.826654240447344,-1.10593759773389,1,"ESYT3"
"GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT",0.102822580645161,0.36779496243924,0.197822021315103,-0.455329182303613,-1.36728972899672,19,"c(""SYVN1"", ""EDEM2"", ""DERL1"", ""SEC61B"", ""SEL1L"", ""AUP1"", ""FAF2"", ""HERPUD1"")"
"GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION",0.0799220272904483,0.330000628812174,0.222056046145248,-0.616743719869959,-1.46650049015868,8,"c(""RAB10"", ""ARL6IP1"", ""RAB18"", ""RAB3GAP2"", ""RAB3GAP1"", ""ATL2"", ""ZFYVE27"")"
"GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",0.0357229740002617,0.234371431430863,0.321775918075361,-0.431037819236808,-1.49298202198615,36,"c(""EIF2AK3"", ""TMED2"", ""CREB3L3"", ""DAB2IP"", ""ATF4"", ""SERP2"", ""CREB3L1"", ""DERL1"", ""TMTC4"")"
"GOBP_ENDOSOMAL_LUMEN_ACIDIFICATION",0.0380432273166075,0.239634159174569,0.321775918075361,-0.634343970070161,-1.56219880981938,10,"c(""ATP6AP2"", ""TMEM9"", ""ATP6V1F"", ""ATP6V0B"", ""CLCN3"", ""ATP6V1H"", ""ATP6V1D"")"
"GOBP_ENDOSOMAL_VESICLE_FUSION",0.90748031496063,0.962631052333928,0.0493910105981501,0.242793106656273,0.614142060033621,10,"c(""TGFBRAP1"", ""ANKFY1"", ""VPS33A"", ""VPS11"", ""SPHK1"")"
"GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT",0.000597228017186099,0.0245201540640934,0.477270815362862,-0.532945279408422,-1.86830423445759,38,"c(""CHMP1B"", ""M6PR"", ""RAB7A"", ""CHMP2A"", ""CACNG7"", ""SORT1"", ""ATG14"", ""CHMP3"", ""VPS33B"", ""VPS4B"", ""CHMP1A"", ""CHMP7"", ""CHMP2B"", ""CHMP4B"")"
"GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.00264577930641472,0.0618103413289153,0.431707695803346,-0.736899126493532,-1.88088492591077,11,"c(""CHMP1B"", ""CHMP2A"", ""CHMP3"", ""VPS4B"", ""CHMP1A"", ""CHMP7"", ""CHMP2B"", ""CHMP4B"")"
"GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",0.448343079922027,0.728946749367978,0.0835990603684159,-0.427650060398801,-1.01687135675004,8,"c(""RAB7A"", ""VPS35"", ""RAB8A"", ""ZDHHC2"", ""RAB11A"")"
"GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.000131384921691382,0.00942506339342134,0.518848077743792,-0.660009957592324,-2.0935928795034,24,"c(""CHMP1B"", ""LEPROTL1"", ""STAM2"", ""VPS28"", ""UBAP1"", ""CHMP2A"", ""SORT1"", ""VPS37B"", ""CHMP3"", ""VPS4B"", ""CHMP1A"", ""CHMP7"", ""CHMP2B"", ""CHMP4B"", ""VTA1"", ""TMEM50B"", ""VPS37A"")"
"GOBP_ENDOTHELIAL_CELL_ACTIVATION",0.524850894632207,0.772996903715316,0.0762797180809272,-0.646611312076622,-0.991381989838512,2,"TGFBR1"
"GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",0.485772357723577,0.74728981519993,0.0815265143256594,-0.331317700458588,-0.955929824193797,16,"c(""TNIP2"", ""DAB2IP"", ""TNFAIP3"")"
"GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS",0.971370143149284,0.986871047950755,0.0480220415968251,0.219971755935248,0.513080644732234,8,"c(""PRKD1"", ""FGF18"", ""FGFR1"", ""THBS1"")"
"GOBP_ENDOTHELIAL_CELL_DEVELOPMENT",0.175869120654397,0.474763636363636,0.149207542435322,-0.462223730912384,-1.28809795483956,15,"c(""CLDN1"", ""RAPGEF1"", ""CCM2"", ""RAB1A"", ""MYD88"", ""RAP1A"", ""RAP2C"")"
"GOBP_ENDOTHELIAL_CELL_FATE_COMMITMENT",0.859504132231405,0.942443072543071,0.0541200569620232,0.374838809889437,0.649525609686424,3,"c(""PROX1"", ""ACVR1"")"
"GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION",0.71900826446281,0.878309496709061,0.0625237414724762,0.450630984532972,0.78085928471149,3,"c(""RIN2"", ""FUT1"", ""ADAMTS9"")"
"GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS",0.745526838966203,0.888686457108741,0.0589694466690997,0.620534327430879,0.833820822632475,1,"ARHGEF26"
"GOBP_ENDOTHELIAL_CELL_PROLIFERATION",0.465447154471545,0.737527839534251,0.0838361057159929,-0.264006313521793,-0.987761950696319,50,"c(""TGFBR1"", ""ACVRL1"", ""EMC10"", ""ATOH8"", ""TNFSF12"", ""POLD4"", ""IGF2"", ""CAV1"", ""NOX5"", ""EGFL7"")"
"GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY",0.751491053677932,0.891655926770431,0.0585937568945671,-0.543478668580978,-0.833259415400932,2,"CDC42"
"GOBP_ENDOTHELIUM_DEVELOPMENT",0.152577319587629,0.442874496339725,0.161978948883402,-0.361603964279461,-1.26231248773187,37,"c(""CLDN1"", ""ACVRL1"", ""RAPGEF1"", ""ATOH8"", ""BTG1"", ""CTNNB1"", ""CCM2"", ""DLL1"", ""RAB1A"", ""EDF1"", ""MYD88"")"
"GOBP_ENERGY_HOMEOSTASIS",0.0199578774570037,0.169863134340704,0.352487857583619,-0.652774952059772,-1.66616368943698,11,"c(""NR1D2"", ""MEX3C"", ""PIK3CA"", ""SQSTM1"", ""DLL1"", ""TRPV4"")"
"GOBP_ENERGY_RESERVE_METABOLIC_PROCESS",0.134854771784232,0.421424508248256,0.173747838999571,-0.40029917174787,-1.28688381425114,25,"c(""GFPT1"", ""GABARAPL1"", ""IL6ST"", ""PHKG1"", ""PER2"", ""IGF2"")"
"GOBP_ENGULFMENT_OF_APOPTOTIC_CELL",0.616141732283465,0.820061287391833,0.0676760401641789,-0.390499827821828,-0.846628333802002,6,"c(""RAC2"", ""BECN1"")"
"GOBP_ENSHEATHMENT_OF_NEURONS",0.155102040816327,0.446628196933824,0.159646701919906,-0.352334597597344,-1.25066105762939,40,"c(""EIF2AK3"", ""HES5"", ""ABCA2"", ""FA2H"", ""DEGS1"", ""CTNNB1"", ""PTPRZ1"", ""ORMDL3"", ""CNTNAP1"", ""GAL3ST1"", ""EIF2B2"", ""NF1"", ""SOD1"", ""ABCD2"")"
"GOBP_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT",0.569498069498069,0.795927272727273,0.070619624712259,-0.552827843380982,-0.957163270151079,3,"c(""PHOX2B"", ""SOX8"", ""SOX10"")"
"GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION",0.723711340206186,0.881086838654603,0.0621124188949471,-0.274432197009422,-0.799895167049564,17,"c(""GDF11"", ""DLL1"", ""PAX6"", ""HNF4A"", ""RFX6"", ""BMP5"", ""NEUROD1"")"
"GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK",0.217564870259481,0.529130627649964,0.130777137971974,-0.448076721461086,-1.23408809063845,14,"c(""ID2"", ""OPN5"", ""PER2"", ""FBXL17"")"
"GOBP_ENTRY_INTO_HOST",0.03859004988584,0.241376661377243,0.321775918075361,-0.453448476574855,-1.49489497515405,30,"c(""CLDN1"", ""P4HB"", ""TMPRSS2"", ""LGALS9"", ""PLSCR1"", ""CAV1"", ""CR2"", ""ITGB6"", ""SMPD1"", ""DYNLT1"", ""VPS18"", ""CLEC4G"", ""EXOC7"", ""NPC1"", ""XPR1"", ""MRC1"")"
"GOBP_ENTRY_OF_BACTERIUM_INTO_HOST_CELL",0.355212355212355,0.664801105168078,0.096240602328129,-0.645229391242971,-1.11714683244364,3,"c(""CAV1"", ""EXOC7"")"
"GOBP_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION",0.789256198347107,0.908819730866975,0.0580983576873206,0.416993663683743,0.722572093640593,3,"c(""RB1"", ""MED1"")"
"GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",0.135802469135802,0.421424508248256,0.172324344900946,0.669514074182761,1.36899447905806,5,"c(""DKC1"", ""RPUSD4"", ""RPUSD2"", ""RPUSD1"", ""TSR3"")"
"GOBP_EOSINOPHIL_ACTIVATION",0.801603206412826,0.916495636189952,0.0559428593065705,0.480037284449278,0.741418579620171,2,"c(""VAMP2"", ""VAMP7"")"
"GOBP_EOSINOPHIL_CHEMOTAXIS",0.306163021868787,0.618388677833986,0.107140237276725,-0.745222929936306,-1.1425729450678,2,"c(""HRH1"", ""LGALS3"")"
"GOBP_EOSINOPHIL_DIFFERENTIATION",0.0369853341841141,0.235781505423727,0.321775918075361,-0.978875427151289,-1.30958638499041,1,"IL25"
"GOBP_EOSINOPHIL_MEDIATED_IMMUNITY",0.828185328185328,0.927835475240322,0.0526973085708419,-0.405732625800606,-0.702483370850514,3,"TRAF3IP2"
"GOBP_EOSINOPHIL_MIGRATION",0.442084942084942,0.727474972191324,0.0838361057159929,-0.611626942751007,-1.05896772683465,3,"c(""HRH1"", ""LGALS3"")"
"GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY",0.00821214569936806,0.11099498270841,0.380730400722792,-0.649776745186904,-1.73413452216477,13,"c(""EPHA5"", ""PTPN11"", ""ANKS1A"", ""TIAM1"", ""ARHGEF28"", ""CDK5R1"")"
"GOBP_EPIBOLY",0.295499021526419,0.608144459151551,0.108394255853397,0.436983872437927,1.14144727756036,11,"c(""RREB1"", ""CLASP1"")"
"GOBP_EPIDERMIS_MORPHOGENESIS",0.635477582846004,0.830510042205948,0.0656813601934011,-0.364781664450709,-0.867382143478752,8,"c(""FOXE1"", ""CTNNB1"", ""BCL2"")"
"GOBP_EPIGENETIC_MAINTENANCE_OF_CHROMATIN_IN_TRANSCRIPTION_COMPETENT_CONFORMATION",0.719438877755511,0.87850673288215,0.0610363728309177,-0.346832194956528,-0.784524021559019,7,"c(""WBP2"", ""CHEK1"")"
"GOBP_EPINEPHRINE_TRANSPORT",0.0331780245407461,0.223054731412967,0.321775918075361,-0.905235358086065,-1.38790338772359,2,"c(""ADRA2B"", ""GABBR1"")"
"GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0.584362139917695,0.80387036699662,0.0725351864394589,-0.255254804880041,-0.921548225867858,44,"c(""TNIP2"", ""DAB2IP"", ""CDKN1B"", ""WNT11"", ""RYR2"", ""BCL2L1"", ""TNFAIP3"", ""HAND2"", ""BCL2"")"
"GOBP_EPITHELIAL_CELL_CELL_ADHESION",0.836978131212724,0.931751916875283,0.0535669384770951,-0.503495417119776,-0.771957247230507,2,"c(""CTNNA1"", ""KIFC3"")"
"GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.624489795918367,0.823923747687412,0.0687943095604775,-0.297236548674314,-0.876815904317231,18,"c(""FOXJ1"", ""CTNNB1"", ""MTSS1"", ""MYO1E"", ""WNT9B"")"
"GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT",0.775303643724696,0.901280227596017,0.0579754757571486,0.390679845386865,0.741887271216668,4,"c(""WDR77"", ""TP63"")"
"GOBP_EPITHELIAL_CELL_FATE_COMMITMENT",0.978723404255319,0.989485269161952,0.0451344222209097,-0.256305973374214,-0.522128739947079,5,"c(""DLL1"", ""NEUROD1"")"
"GOBP_EPITHELIAL_CELL_MATURATION",0.604288499025341,0.812923575295171,0.0681513438679483,-0.375636939808777,-0.893193945237788,8,"c(""HOXA5"", ""AKR1B1"", ""GDF11"")"
"GOBP_EPITHELIAL_CELL_MORPHOGENESIS",0.0253343066921055,0.19053266599777,0.352487857583619,-0.729412136701901,-1.64990837408003,7,"c(""SPINT2"", ""GRHL2"", ""RILPL1"", ""ST14"")"
"GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS",0.0521235521235521,0.281674294919328,0.276500599254472,-0.839786273783159,-1.45400161309952,3,"c(""CDC42"", ""MAP2K1"")"
"GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT",0.675196850393701,0.852081096736822,0.0632191170859458,-0.44227198159958,-0.841617609867926,4,"c(""CDKN1B"", ""CTNNB1"")"
"GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY",0.0708502024291498,0.312718134859696,0.241339976815091,0.677316666593339,1.47257819704786,6,"c(""RFX3"", ""DNAAF1"", ""CCDC39"", ""CCDC40"", ""OFD1"", ""NPHP3"")"
"GOBP_EPITHELIAL_FLUID_TRANSPORT",0.910931174089069,0.963942082096522,0.0504983044100709,0.322144522144522,0.611741105391644,4,"c(""SCNN1B"", ""ITPR1"", ""AQP1"", ""AHCYL1"")"
"GOBP_EPITHELIAL_MESENCHYMAL_CELL_SIGNALING",0.123260437375746,0.402322067594433,0.178219874951973,0.943926685305996,1.26836774446497,1,"WNT6"
"GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE",0.489878542510121,0.751216144117001,0.0808589150280032,0.451259865414582,0.981100084772074,6,"c(""RBP4"", ""MKS1"", ""LDB2"")"
"GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION",0.655705996131528,0.839989736284581,0.0637845390312975,-0.416595903418332,-0.848660260451084,5,"c(""TGFBR1"", ""SNAI2"", ""MSX2"")"
